Sample_ID,pH,Turbidity,Total_Hardness,Quality
86,7.953660783743159,0.4182430362906189,64.5018359734886,Safe
87,7.005853467512198,4.949104517259778,259.48997114706185,Moderate
88,9.379657591258413,0.8421189231357087,200.37388956188843,Moderate
89,5.7255019866037085,9.998588366430653,355.4874380814451,Unsafe
90,8.575949660722042,4.398589562709645,121.03767833332225,Moderate
91,9.316204109034889,1.9145712220138509,246.98949491806226,Unsafe
92,5.954230368798516,3.081230803615173,518.699825175197,Unsafe
93,7.707627355097943,0.5609379715353863,65.83047197233644,Safe
94,8.520549022694476,0.6203095513534647,57.999566117335064,Safe
95,6.902350235226388,7.1873746101186455,241.5405068628152,Unsafe
96,7.555957956639244,8.110433501139367,572.2363430117032,Unsafe
97,6.088293923716152,2.9684651723181528,589.0179164070124,Moderate
98,7.470472375971479,0.3287516102875082,120.88384705085707,Safe
99,6.012183355831089,0.15190269351229435,240.11700582812477,Moderate
100,9.087153639624047,0.47396164026287235,72.47773894656338,Moderate
101,6.175740252288659,0.2785903390319586,303.4283224179992,Moderate
102,6.32533487362317,0.36426986104807546,489.67571939997345,Moderate
103,8.011601557963631,0.08175903194887191,202.28270648096205,Safe
104,8.724805119172245,0.7482596903836584,316.4876418550617,Moderate
105,7.973019086121184,0.3689136395697724,188.8403193892114,Safe
106,8.35339834353821,0.8952068376871993,296.07680175290005,Safe
107,7.630469065820092,0.24247050363472966,227.14354107074806,Safe
108,6.345792027986178,1.4790485272770049,423.5062755294693,Moderate
109,8.656684954429354,1.3476811523496948,459.9917108013815,Moderate
110,7.226638184918718,2.135103623194898,363.92806756790156,Moderate
111,6.924386903591385,0.9865152487929797,134.07252655138262,Safe
112,6.483830913538032,0.16068137325955567,543.2209835445339,Moderate
113,5.820934982646569,0.5245113895702547,268.8205794751579,Moderate
114,9.377881733101475,0.8655071258939803,417.75377095843703,Moderate
115,9.217503956510344,3.2864507578795994,152.87406170663786,Unsafe
116,6.794716945616974,0.4254364386164168,385.8410233428979,Safe
117,6.654522212961023,1.6174508610968092,78.5029452523348,Safe
118,6.846417112775683,0.13441467693897424,495.4309452200492,Safe
119,6.518562619055055,4.040911439558746,276.5125027809977,Moderate
120,6.895473066171981,0.9295291442478258,451.97711136200434,Safe
121,9.253361827284152,1.26598506946711,513.0058272170496,Unsafe
122,6.059089506505158,0.7952673118598902,498.01609612726014,Moderate
123,8.1607888827848,0.5230654247691193,499.1296917093674,Safe
124,7.256539634280873,2.8507191426784257,326.49621455086356,Moderate
125,6.428850780587269,7.717764305569943,393.33089775269565,Unsafe
126,5.967592162833457,0.9398321236134751,486.7138540986628,Moderate
127,7.980291023714054,0.5334610919763215,221.44713728755153,Safe
128,6.493956559257863,1.1341297389431175,532.2211002189622,Moderate
129,6.868326994863629,0.8212573046720129,268.508009808202,Safe
130,8.689181463118214,1.917005580930566,402.6311980869135,Unsafe
131,8.275793777868401,0.5427244433475962,549.6478087334956,Safe
132,7.833567179064482,0.4008514167636399,372.4264076092385,Safe
133,7.523554715537864,9.360619544720757,360.82325097406493,Unsafe
134,8.286603295507568,3.8289545372535945,383.69327551057074,Moderate
135,7.196522685209544,4.737468059076059,112.28092521241538,Moderate
136,9.439364795849338,9.604209413086862,335.36093141933964,Unsafe
137,7.865101742979717,6.675986208229505,52.54761265253157,Moderate
138,6.833996686764577,0.3981686935909433,240.82426104292523,Safe
139,8.450004992438993,0.45221794088980716,147.0128425784228,Safe
140,7.493471090957919,4.6593836042724,397.7453583557417,Moderate
141,5.552377826353334,0.6635373720167106,278.04326804986306,Moderate
142,5.841398672314575,0.9968742518459474,462.4782587195478,Unsafe
143,6.339622372382343,0.8980542894407137,309.63681981049956,Moderate
144,7.759364533050466,4.102110466780042,292.4195108160255,Moderate
145,7.103052243501304,5.909640652476355,570.363504173498,Moderate
146,6.993237265119012,0.27074467314355377,135.8839285514047,Safe
147,8.363888915389591,0.6589239419101514,419.5410089793006,Safe
148,5.578842151017456,4.199664341492758,181.00052957569957,Unsafe
149,5.897765571037381,9.27848234053143,268.4509412901501,Unsafe
150,8.172340546282584,0.20498429541582097,97.02969196995744,Safe
151,6.331545020584109,0.026532203873819715,540.9694410923362,Moderate
152,8.769774246953764,2.03769373372517,197.43500245258195,Moderate
153,7.996595631396536,0.4094116521912404,571.6493188291862,Safe
154,8.554423176639043,7.437155991247568,489.9203907710234,Unsafe
155,7.200854017876933,2.0747094375397843,191.83822698826125,Safe
156,6.0574242962912965,0.8349302367992991,199.76902958565293,Safe
157,5.5735627061898665,0.914298806560499,354.7979013836864,Moderate
158,8.105681553407457,0.8297418037072016,545.0102530164578,Safe
159,8.995560310250061,0.5974131021703083,552.9265702587279,Moderate
160,7.175082099568293,0.38313852824949746,455.91848903450375,Safe
161,5.831194671700506,0.6031521094663882,245.61999405572203,Moderate
162,8.376183620736981,3.2656185611875888,565.2563566286169,Moderate
163,8.430288388841001,1.1247325402451387,78.28419741633769,Safe
164,7.485464988804946,0.5968428489168892,91.32577995469481,Safe
165,8.412755024814413,0.49549131620619846,500.50627472080987,Safe
166,8.697663515875917,0.6946964708544268,100.37014032964879,Safe
167,9.169254301848971,0.1368186309189614,348.045521058097,Moderate
168,8.991783343505633,4.2262445914457984,517.0576083609255,Unsafe
169,6.498672035436744,9.938340039983235,71.68474625267825,Unsafe
170,8.322300690062754,7.839726152763147,68.67028822218936,Unsafe
171,8.28968106898736,9.85529122582684,310.8178191616051,Unsafe
172,8.948170603957253,0.8445493985350704,377.9484331651292,Moderate
173,6.420035349150812,0.12056688577727881,448.6217243408188,Moderate
174,5.7614253631957695,0.31529033783061033,394.240257040355,Moderate
175,9.043910992944749,5.12200390778269,61.69817596771293,Unsafe
176,8.998806690736798,8.993916178868327,242.89149849844057,Unsafe
177,8.568753155724508,8.13752731609185,591.2459080596124,Unsafe
178,8.573093655458074,0.41776678216733376,110.76076222226706,Safe
179,6.918488630563106,0.28723899165408173,59.83066410337759,Safe
180,9.450889558944127,0.42777313373586234,572.4786511726239,Unsafe
181,8.645380057662209,9.395591537810823,307.0708311874283,Unsafe
182,7.953645556842831,6.158358506917217,407.30565694580264,Moderate
183,7.930947179515437,0.5126885110165086,152.54104417934,Safe
184,8.618337894267013,9.845513150704058,560.2637557573671,Unsafe
185,9.479631290585742,2.584968075610635,134.64274848692028,Moderate
186,8.763332499962472,1.8952704592904923,369.04741431079617,Moderate
187,5.8659473495910195,5.647574606414021,575.6083240263644,Unsafe
188,8.948510469061802,0.8095160747248781,274.6492671888843,Moderate
189,6.990754068049256,0.2597537837603262,171.10076107239624,Safe
190,8.233035054638384,4.404827656195074,375.82428156273465,Moderate
191,8.798723863700596,0.34780920790219305,533.246492495337,Moderate
192,8.689704086427712,4.402326916376968,510.3573306000196,Unsafe
193,8.289885846677134,0.6801407717603004,534.4789175594107,Safe
194,8.987374110980928,0.029247283034559146,458.92954096038426,Moderate
195,6.143039584193232,0.8179670241190622,207.87097324620203,Moderate
196,7.967707673502969,3.5272541080666735,346.9919588437205,Moderate
197,8.619381580604575,7.7063328933805515,238.02969132127734,Unsafe
198,8.030487572535792,1.410038911962717,87.31038250784454,Safe
199,6.703854267787265,0.7081720886452816,391.5035347721124,Safe
200,5.682968135250052,4.893955876709588,121.54743207184758,Unsafe
201,8.53305278371609,1.088494206115989,473.72407979428624,Moderate
202,8.233181506426021,0.44590270637674834,298.2628633813215,Safe
203,6.154495284766677,0.7948095487499294,424.2746161410922,Moderate
204,8.118044857124541,0.2732595269982093,568.9887560921794,Safe
205,7.178909267704489,6.37107601174335,275.13370347327367,Moderate
206,9.076396814716539,1.8524188161003332,252.68948904806862,Unsafe
207,8.957432999358549,5.927627578515605,477.12826903545795,Unsafe
208,8.583687378576208,0.8447832281168877,67.88939872018855,Safe
209,9.183391391262747,0.616650314520738,118.85218571140274,Moderate
210,8.242261148915885,0.4303058948994627,370.08427105291935,Safe
211,6.575973617740391,0.7975591006371882,89.84578828700738,Safe
212,7.069974225626739,3.400082192477215,523.0673184540625,Moderate
213,8.6194039555734,0.039618825348357145,592.6644262969305,Moderate
214,6.069982171606053,3.4726229372724764,55.373966080551014,Moderate
215,6.805845232975967,0.5177116433847114,93.2181734352614,Safe
216,7.087693104806384,8.447324845686328,160.08263433464555,Unsafe
217,6.169930329036279,0.10456784033440025,564.9167354340294,Moderate
218,5.70788513460589,3.8362420778036657,490.9504456883855,Unsafe
219,6.857800770171224,1.3204593855387006,499.51377347937154,Moderate
220,7.3092731380732,0.643577695196525,83.19364619481009,Safe
221,6.488412936040586,6.096069936790221,235.29268547410877,Unsafe
222,6.228471662754798,3.6348311020035045,445.56097804974513,Unsafe
223,6.413818965325195,0.9963339160567419,424.12553333721024,Moderate
224,5.788793635916703,7.313114783696582,449.9429883714694,Unsafe
225,8.470826084799924,6.855193814923013,72.06005527686537,Moderate
226,8.968125984489795,2.754461676758362,530.3827809449133,Moderate
227,9.102807456045035,7.961751642966811,165.8642039531166,Unsafe
228,7.991866334253931,3.932452089661124,549.9678863661026,Moderate
229,6.218732435480968,5.904884763547448,320.7528210464191,Unsafe
230,6.488924297612709,0.8707499012725114,376.12296828921006,Moderate
231,6.154095490340091,4.87764928934115,228.85453532358218,Unsafe
232,8.593892502746403,0.13087366071834983,90.42321103150695,Safe
233,6.1790316203501625,0.5197739485560177,186.79284992319646,Safe
234,7.968579946416121,0.7067772168854458,455.0211082861023,Safe
235,8.15521811048722,4.376681795876788,527.5492042822923,Moderate
236,6.3233648401470735,2.0789984460679585,565.1331307622288,Moderate
237,5.657374162674039,0.1221099140100268,328.9791447786158,Moderate
238,5.666291436201568,0.14834320096208886,573.4964819827815,Moderate
239,8.056479751262001,2.8189594225354364,416.7753416503574,Moderate
240,6.058605019025252,0.029973589872677953,420.3878383287045,Moderate
241,9.379648184429081,7.218751096522856,147.43238419606223,Unsafe
242,8.270503808904659,4.778456877896093,389.8159821106676,Moderate
243,8.975619937914873,1.1215482387873474,422.0823621774856,Moderate
244,6.362700609590869,0.6588854702326572,411.81491753166983,Moderate
245,9.497654903082665,7.0345398036143525,480.3120162320504,Unsafe
246,7.768065043946671,0.7384492092513265,417.1763620599716,Safe
247,8.731383767765035,7.177916574064665,116.11498045383465,Unsafe
248,7.677956391843399,0.0057586604981215705,432.5069636794242,Safe
249,7.0542324050813825,0.44869362262253065,90.25775807264401,Safe
250,7.913794373525512,0.6682127985550163,524.8335072645039,Safe
251,7.576327140544873,0.47918187762973097,269.35252949329526,Safe
252,7.82068947690933,8.824416307710642,444.9676919245719,Unsafe
253,9.32209478381974,1.7831119427341844,543.9168019224928,Unsafe
254,6.473929186305197,0.9270345447963066,105.78145564706908,Safe
255,7.443487036745303,6.536449824631433,346.53870217138996,Moderate
256,6.745230796624014,0.6103337833109184,117.03735133532115,Safe
257,6.224597398138721,1.7257533907825078,108.78230770210911,Moderate
258,7.769248878515614,7.4177282335996235,352.62459818594397,Unsafe
259,5.673650131419277,8.008059100731657,536.3135548416243,Unsafe
260,6.41231908779573,7.055142349033524,545.0127178689061,Unsafe
261,6.913685517210872,6.37403017774068,283.05603950681956,Moderate
262,8.170199597165881,3.495437298706292,142.40781425967486,Moderate
263,8.447494979776728,0.8627970775432285,403.0843252437963,Safe
264,7.9283761443551235,1.9277883844639017,323.22177237254317,Moderate
265,9.45114208085955,0.13643975255673313,444.6787711119969,Moderate
266,8.269744605297479,1.513577157816501,368.112804353525,Moderate
267,6.596642666239223,0.0794193689889866,227.85435916353643,Safe
268,6.406625608907952,0.3549963058319373,490.19607930229887,Moderate
269,6.434848327641732,4.5203163502458334,228.38356421345657,Unsafe
270,6.832007652232791,4.97655744488467,451.85778063158534,Moderate
271,7.360822449134872,0.060142342600785215,429.50268995136616,Safe
272,6.303734754636226,1.3867057985868785,241.16433833144015,Moderate
273,8.159646897948871,0.7954499607897292,133.8288073317296,Safe
274,9.469934008633501,3.1598285211222383,392.97212840151786,Unsafe
275,5.856497728464067,1.5108539345409393,439.809583758637,Unsafe
276,5.6446415220990485,0.3031283559453286,565.3268026670845,Unsafe
277,7.7152089628495055,2.5879260682971337,333.6236852330738,Moderate
278,9.17756789285767,0.49696348290583026,561.827368054154,Moderate
279,5.965465591541904,9.389871602225348,493.25897006469165,Unsafe
280,8.660121745228246,0.3046791390980408,432.2230988963539,Moderate
281,6.884398906151143,0.9756102008599149,524.1079652499425,Safe
282,9.191028762053577,0.4870619188189359,326.41134205489334,Moderate
283,7.094652111089252,0.1463739921622491,124.34145903515252,Safe
284,9.352460446356694,0.549529535895017,328.37802456213427,Moderate
285,7.258046754531641,3.563305258760825,407.6106008189844,Unsafe
286,6.108099412514592,0.06134962711066816,597.176474443372,Moderate
287,5.7311222439854665,0.6950352288585532,116.76171668233589,Moderate
288,6.713100590270383,3.7686453667765276,598.1832696191373,Moderate
289,8.755881078024075,2.2250144831464467,284.3458611397043,Moderate
290,6.022841506960798,0.8866042152404667,277.77136389090987,Moderate
291,8.810151582267498,0.733614380561402,314.739283399428,Moderate
292,5.576769107292227,4.0411592924885404,168.36102960948062,Unsafe
293,5.5484830985755735,9.007685559414949,318.31972415949934,Unsafe
294,5.9389447947100145,0.547959488973693,318.532625361978,Moderate
295,6.100194658775937,0.32467592689006,266.96195321351945,Moderate
296,7.3377870736239466,4.568338755760937,223.473792661407,Moderate
297,8.252538824346168,0.4376031240553919,545.969095674483,Safe
298,7.345909858498937,3.637415688823131,387.66347161803395,Moderate
299,5.766608162242759,1.6006760032681666,424.12527856459434,Unsafe
300,5.6666916024095375,0.08479201604580322,56.659661379188094,Moderate
301,9.32600559319792,0.737508359459007,476.05944214965,Moderate
302,8.145482444281658,1.6964373413363374,470.40496422195474,Moderate
303,6.560185713300016,0.020944961030912812,473.0727313109735,Safe
304,7.998654275417055,1.8227490487822204,476.04857935078337,Moderate
305,8.075617014164523,1.167804893726545,211.0521201855306,Moderate
306,9.419881317435403,8.740365897147662,411.0632340323265,Unsafe
307,6.0123829854648,0.3382675059944984,287.6422856193078,Moderate
308,7.257619958777809,0.6129395824945255,158.6087694229655,Safe
309,9.047699600837078,9.079734694843086,515.5828862796529,Unsafe
310,9.175706134558219,7.3026974863707,450.66987243888724,Unsafe
311,8.605789785998898,7.725134594484691,565.5634365734154,Unsafe
312,5.672694943188047,8.629899549926478,167.43125147086954,Unsafe
313,7.523410771807316,3.9312061790650024,329.598300803954,Moderate
314,6.690193805275282,3.7555412082003627,468.6168453737369,Moderate
315,6.140286539818292,1.0373264793083732,595.4954732421498,Moderate
316,5.896712398348864,4.200283874796638,453.1892128163211,Unsafe
317,7.963941801040717,2.4215382747429577,52.87628744860201,Safe
318,8.543963040112375,6.012402800826187,252.36741321614647,Unsafe
319,6.807726465352316,9.383253809141003,252.5702417787666,Unsafe
320,7.29444252381817,0.722070938202737,276.94201246674305,Safe
321,8.282472585987227,3.4783573498393627,101.14485190272268,Moderate
322,7.852809067793562,3.5693021036209096,358.81652337773806,Moderate
323,7.742640377664683,0.6034876665964548,503.77717559903414,Safe
324,7.4930227290538145,1.2342037169759168,439.2245141075037,Moderate
325,8.654459858689625,0.5172690564416094,288.71065139563143,Moderate
326,5.854401718718469,8.678315571195949,563.2123322389567,Unsafe
327,8.070260798140765,0.421248053294072,275.44768933295853,Safe
328,8.859209142542468,0.383832951933044,249.2294929087586,Moderate
329,6.838045154967729,0.026196708532064794,334.94332143134847,Safe
330,6.694902294355092,7.148284063694676,513.0634617354947,Unsafe
331,6.24440567138511,0.8026433097957104,94.33083256641856,Moderate
332,8.41175722789506,2.747402810460718,137.39949221814447,Safe
333,7.940900597910565,8.284775781335698,87.92690899603164,Unsafe
334,5.728218884605017,6.234893995359999,187.25040991722835,Unsafe
335,6.587798904514524,0.7593982624179637,318.16415652036136,Moderate
336,5.63445440073313,4.625749813377643,276.10258143038857,Unsafe
337,6.88937330503537,8.318948430877946,358.0925009040131,Unsafe
338,9.247289848132368,2.6751732762966456,589.7133997734857,Unsafe
339,6.526120249776991,1.7923905310389605,584.6029312973454,Moderate
340,7.934109090785866,0.3495063720868188,188.03166373716388,Safe
341,8.90246423136455,5.573844359346087,447.547866764666,Unsafe
342,5.770673447600006,3.1741528693705843,316.58295792152586,Unsafe
343,6.163098160653103,4.399901485922648,276.47104787147964,Unsafe
344,8.103893868603816,7.562513243851658,302.5819326783269,Unsafe
345,5.707826310217074,0.7862781993840331,231.61828567932366,Moderate
346,8.52700602275454,9.389150390760204,528.8181337753037,Unsafe
347,6.455184845526157,0.4512393441809881,85.86252519327063,Safe
348,7.355725507249331,0.9092202058615602,411.22905759836175,Safe
349,8.788412642400901,0.38042000750756233,337.8312971571077,Moderate
350,6.648551832338303,3.31037346352463,267.7837599643502,Unsafe
351,9.160360273628173,1.631819291341392,224.21892238713966,Unsafe
352,8.928717027995011,0.9061432547657664,161.1086176213695,Safe
353,6.2368993569521045,0.8939897100078704,388.4139137883911,Moderate
354,5.833856339957533,7.526033867883191,279.76853860130484,Unsafe
355,9.436441276145992,5.829774476478925,285.1193283563383,Unsafe
356,6.148933623129917,3.2390227345535303,539.6419291597912,Unsafe
357,5.8176263385721185,9.29088526578582,347.4365652420494,Unsafe
358,8.340971194493246,2.8846715957312585,246.78904592899298,Moderate
359,7.4768497890012,2.340832189483491,504.288016989445,Moderate
360,5.902549914094133,1.5678879590439756,461.85448532981854,Unsafe
361,8.104590339526696,2.4094997864386176,588.507715908335,Moderate
362,8.036568553182947,3.704710248301736,88.30263148932316,Moderate
363,6.199525748703838,0.8557372589057863,403.5850505322892,Moderate
364,8.276602294039325,0.5126547531450529,217.1705206823981,Safe
365,8.112651162125132,4.484817929052208,415.7416969117974,Moderate
366,6.541147430264012,0.9071950307058299,295.880549093534,Safe
367,7.341433084807705,6.902002744852048,110.89632632947362,Moderate
368,7.190193713247778,0.04202467517140529,522.0879222395165,Safe
369,6.668872921847591,0.9107701616439152,579.5456963907143,Safe
370,8.406683968281293,6.40760599207465,111.91921472656536,Moderate
371,8.314743909843184,0.5406984766449103,307.82238100547823,Safe
372,6.7050610430400015,2.1889512308344687,76.4785597880944,Safe
373,9.11157998076795,7.966107850536922,151.93159874079294,Unsafe
374,5.8158766487633144,4.178313114800761,597.4906339052204,Unsafe
375,8.922784375350158,1.2545636371465694,113.21314838276176,Moderate
376,5.875429139293425,9.146433996583777,364.4747936265772,Unsafe
377,7.569785407020165,2.267786351164477,381.05788705832236,Moderate
378,9.070093159819384,3.428358314875016,436.44857519703396,Unsafe
379,6.449733873499225,1.4168992112333907,408.72334275000986,Moderate
380,9.302124210344815,3.974375664706239,89.01271887357538,Unsafe
381,6.517566323367388,0.3618530932051387,202.24786928521817,Safe
382,9.386130763604204,2.92816423244833,204.37576853378587,Unsafe
383,6.327970313753707,0.5165726284459791,70.19674937545163,Safe
384,5.932103016522765,4.210342718319252,211.4188527644669,Unsafe
385,9.227014877731266,0.39701504123719167,239.87272854093064,Moderate
386,7.5296477548712355,8.511293830158321,122.3190159438899,Unsafe
387,6.598926102078078,7.055105376327729,442.71795445677105,Unsafe
388,7.931620856362815,9.775302557424943,50.8608078553101,Unsafe
389,8.045605480733627,2.0304288813348874,427.6244524209337,Moderate
390,5.95795055226362,0.3838388830449795,280.4212846031115,Moderate
391,8.504712191233672,6.773856459179921,417.7149556976027,Unsafe
392,8.21467982669026,3.3746431648341537,552.3078211669301,Moderate
393,7.950293873379277,5.602792082018452,86.54411439567619,Moderate
394,7.635869890191055,0.14213712379345766,317.30027158868165,Safe
395,7.808799546938204,0.04373907230894736,451.0454181521964,Safe
396,8.109166594367759,3.769971306676901,201.4596458404802,Unsafe
397,6.725253995112851,8.991901702591763,521.6592857137061,Unsafe
398,9.16654094336483,0.43098522051329624,380.5907917401281,Moderate
399,8.322343450575298,0.6884050184921369,128.4267792450498,Safe
400,9.060388140735233,1.6178389888932951,400.2962746001088,Unsafe
401,6.862416666325167,2.638515579580928,383.1785871989797,Moderate
402,6.95837491279016,4.952143864622368,127.30413216809843,Moderate
403,7.442358798637591,0.027536719869465487,71.44780691620137,Safe
404,5.623823163677374,1.6400997458527762,302.1876548850399,Unsafe
405,6.656979087890618,0.9000831830164807,538.6220197697746,Safe
406,7.911771505917846,6.442027189093729,264.2150421963312,Moderate
407,7.04204761894769,3.165630429390341,347.9376468255022,Moderate
408,8.54760725041948,0.8336499619375856,157.04311018767956,Safe
409,5.730590328796099,2.080990768523133,241.00237146677915,Unsafe
410,7.821870403974784,2.7761749968088116,270.9783403598783,Moderate
411,9.475393555598792,3.4936238326377604,160.72165930233828,Unsafe
412,7.080550973057274,0.03945953289089932,580.2158659410326,Safe
413,9.137818443748968,0.7221432354559059,484.78038685118673,Moderate
414,5.999283255867393,9.385452905090943,131.8377831728136,Unsafe
415,7.350702420261574,2.9336297438925865,256.431449355781,Moderate
416,6.64313422210348,4.047192765510789,320.7790140006501,Moderate
417,7.809116116932525,7.037921042869085,470.4902870600947,Unsafe
418,7.794115805822293,5.546321051548107,291.5323991485616,Moderate
419,8.887875416828242,0.8930902051954149,330.73786895232774,Moderate
420,8.00637004437284,1.0764643777190561,447.4888267340257,Moderate
421,8.270129726148433,6.793577627085067,203.31792982800417,Moderate
422,6.342819855468813,1.0354531404538756,505.6581146970144,Moderate
423,6.678477585384773,3.95147807424612,128.56765801546123,Moderate
424,8.513711689027875,8.83057966397793,387.4822628306021,Unsafe
425,5.854418855878716,0.48762780966721087,86.30541427713287,Moderate
426,6.895282135877917,0.11099809879131484,575.3133640104357,Safe
427,7.59030639734698,1.307448301104654,438.897562496684,Moderate
428,5.700904045855895,0.07290183536790351,204.5524743997925,Moderate
429,8.713930973187539,0.9292280536318539,312.0403424890854,Moderate
430,6.404115991263999,0.640476042175844,406.2995952947906,Moderate
431,5.99168271386155,3.0123358031193455,393.63112453417136,Unsafe
432,5.787103224906052,8.569763162532949,492.1771791538862,Unsafe
433,7.7100038696315565,0.5201698923107512,323.1824825498706,Safe
434,6.637096371710067,3.5182307875669463,224.67273739361417,Moderate
435,5.500538772017942,1.1874076341104125,84.47929189202623,Moderate
436,8.85735396942401,0.003819922658583108,106.04081343630745,Safe
437,6.940935675201711,4.37084760864222,540.529679645904,Moderate
438,7.235269678306118,0.909943143854392,427.8605965767835,Safe
439,7.475256161827715,0.38764880545564706,141.8241988109593,Safe
440,8.352184202537275,8.805188951253914,436.39727584414385,Unsafe
441,6.692208834557773,0.10536492225085647,248.0277562455381,Safe
